id,vi_audio,en_audio,vi_duration_s,en_duration_s,text_vi,text_en
35,remote_dataset/fleurs_vi_en/train/vi/vi_00035.wav,remote_dataset/fleurs_vi_en/train/en/en_00035.wav,10.68,9.18,đúng 8 giờ 46 phút sáng sự câm lặng bao trùm khắp thành phố đánh dấu khoảnh khắc chiếc máy bay phản lực đầu tiên đâm trúng mục tiêu,at exactly 8:46 a.m. a hush fell across the city marking the exact moment the first jet struck its target
36,remote_dataset/fleurs_vi_en/train/vi/vi_00036.wav,remote_dataset/fleurs_vi_en/train/en/en_00036.wav,4.32,5.40,hai chùm sáng được dựng lên để thắp sáng bầu trời về đêm,two beams of light have been rigged up to point skywards overnight
37,remote_dataset/fleurs_vi_en/train/vi/vi_00037.wav,remote_dataset/fleurs_vi_en/train/en/en_00037.wav,7.20,8.70,công tác thi công đang được triển khai trên công trường cho năm cao ốc mới ở giữa là một trung tâm vận tải và công viên tưởng niệm,construction is ongoing for five new skyscrapers at the site with a transportation center and memorial park in the middle
38,remote_dataset/fleurs_vi_en/train/vi/vi_00038.wav,remote_dataset/fleurs_vi_en/train/en/en_00038.wav,12.84,10.74,chương trình của đài pbs đã thu về hơn hai chục giải thưởng emmy và thời gian phát sóng của nó chỉ đứng sau sesame street và mister rogers' neighborhood,the pbs show has more than two-dozen emmy awards and its run is shorter only than sesame street and mister rogers' neighborhood
39,remote_dataset/fleurs_vi_en/train/vi/vi_00039.wav,remote_dataset/fleurs_vi_en/train/en/en_00039.wav,10.92,8.04,mỗi tập trong chương trình sẽ tập trung vào một chủ đề trong một cuốn sách cụ thể sau đó sẽ khám phá chủ đề đó qua nhiều câu chuyện khác nhau,each episode of the show would focus on a theme in a specific book and then explore that theme through multiple stories
40,remote_dataset/fleurs_vi_en/train/vi/vi_00040.wav,remote_dataset/fleurs_vi_en/train/en/en_00040.wav,9.00,9.96,mỗi chương trình cũng sẽ đưa ra đề xuất về những cuốn sách mà trẻ em nên tìm đọc khi đến thư viện,each show would also provide recommendations for books that children should look for when they went to their library
41,remote_dataset/fleurs_vi_en/train/vi/vi_00041.wav,remote_dataset/fleurs_vi_en/train/en/en_00041.wav,16.56,15.12,"john grant đến từ wned buffalo ga cơ sở của reading rainbow nói rằng  reading rainbow dạy những đưa trẻ tại sao nên đọc,...sự yêu thích đọc sách - [chương trình] khuyến khích trẻ nhặt một cuốn sách lên và đọc.","john grant from wned buffalo reading rainbow's home station said reading rainbow taught kids why to read,... the love of reading — [the show] encouraged kids to pick up a book and to read."
42,remote_dataset/fleurs_vi_en/train/vi/vi_00042.wav,remote_dataset/fleurs_vi_en/train/en/en_00042.wav,13.32,11.28,một số người bao gồm cả john grant tin rằng cả tình trạng khủng hoảng tài trợ và sự thay đổi trong triết lý thiết kế chương trình truyền hình giáo dục đã góp phần dẫn đến sự chấm dứt của chương trình này,it is believed by some including john grant that both the funding crunch and a shift in the philosophy of educational television programming contributed to ending the series
43,remote_dataset/fleurs_vi_en/train/vi/vi_00043.wav,remote_dataset/fleurs_vi_en/train/en/en_00043.wav,18.24,16.32,theo thông tin dự báo thời tiết cơn bão hiện ở cách đảo cape verde 645 dặm 1040 km về phía tây có thể sẽ tan trước khi gây ảnh hưởng đến bất cứ khu vực nào trong đất liền,the storm situated about 645 miles 1040 km west of the cape verde islands is likely to dissipate before threatening any land areas forecasters say
44,remote_dataset/fleurs_vi_en/train/vi/vi_00044.wav,remote_dataset/fleurs_vi_en/train/en/en_00044.wav,11.94,10.02,fred hiện có sức gió 105 dặm/giờ 165 km/h và đang di chuyển theo hướng tây bắc,fred currently has winds of 105 miles per hour 165 km/h and is moving towards the northwest
45,remote_dataset/fleurs_vi_en/train/vi/vi_00045.wav,remote_dataset/fleurs_vi_en/train/en/en_00045.wav,18.24,13.92,fred là gió xoáy nhiệt đới mạnh nhất từng được ghi nhận cho tới nay ở phía nam và đông atlantic kể từ hiện sự kiện ảnh vệ tinh và chỉ cơn bão lớn số ba được ghi nhận ở phía đông 35° tây,fred is the strongest tropical cyclone ever recorded so far south and east in the atlantic since the advent of satellite imagery and only the third major hurricane on record east of 35°w
46,remote_dataset/fleurs_vi_en/train/vi/vi_00046.wav,remote_dataset/fleurs_vi_en/train/en/en_00046.wav,19.62,15.30,vào 24 tháng chín năm 1759 arthur guinness ký hợp đồng thuê 9.000 năm cho st james' gate brewery tại dublin ireland,"on september 24 1759 arthur guinness signed a 9,000 year lease for the st james' gate brewery in dublin ireland"
47,remote_dataset/fleurs_vi_en/train/vi/vi_00047.wav,remote_dataset/fleurs_vi_en/train/en/en_00047.wav,15.00,24.18,"250 năm sau guinness đã phát triển thành một doanh nghiệp toàn cầu với doanh thu hơn 10 tỷ euro tương đương với 14,7 tỷ usd mỗi năm",250 years later guinness has grown to a global business that turns over 10 billion euros us$14.7 billion every year
48,remote_dataset/fleurs_vi_en/train/vi/vi_00048.wav,remote_dataset/fleurs_vi_en/train/en/en_00048.wav,16.32,13.08,jonny reid phụ lái trong đội đua a1gp của new zealand hôm nay đã làm nên lịch sử khi trở thành người chạy nhanh nhất một cách hợp pháp qua cầu cảng auckland 48 năm tuổi ở new zealand,jonny reid co-driver for the a1gp new zealand team today made history by driving the fastest over the 48-year-old auckland harbour bridge new zealand legally
51,remote_dataset/fleurs_vi_en/train/vi/vi_00051.wav,remote_dataset/fleurs_vi_en/train/en/en_00051.wav,9.42,8.28,trong vòng 3 tháng qua đã có hơn 80 người bị bắt được thả ra khỏi trụ sở của central booking và không bị buộc tội chính thức,in the last 3 months over 80 arrestees were released from the central booking facility without being formally charged
52,remote_dataset/fleurs_vi_en/train/vi/vi_00052.wav,remote_dataset/fleurs_vi_en/train/en/en_00052.wav,12.60,12.36,tháng tư năm nay thẩm phán glynn đã ban hành lệnh cấm tạm thời với cơ sở này để thi hành việc thả những người bị giữ hơn 24 giờ sau khi bị bắt mà không nhận được phiên điều trần nào từ ủy viên tòa án,in april this year a temporary restaining order was issued by judge glynn against the facility to enforce the release of those held more than 24 hours after their intake who did not receive a hearing by a court commissioner
53,remote_dataset/fleurs_vi_en/train/vi/vi_00053.wav,remote_dataset/fleurs_vi_en/train/en/en_00053.wav,18.96,12.42,người được ủy quyền nộp tiền bảo lãnh nếu được chấp thuận và hợp thức hóa các khoản phí được cảnh sát thực hiện bắt giữ đệ trình lên các khoản phí này sau đó được nhập vào hệ thống máy tính của bang nơi vụ án được theo dõi,the commissioner sets bail if granted and formalizes the charges filed by the arresting officer the charges are then entered into the state's computer system where the case is tracked
54,remote_dataset/fleurs_vi_en/train/vi/vi_00054.wav,remote_dataset/fleurs_vi_en/train/en/en_00054.wav,7.86,6.54,phiên tòa cũng đánh dấu ngày dành cho quyền được xử nhanh của nghi phạm,the hearing also marks the date for the suspect's right to a speedy trial
55,remote_dataset/fleurs_vi_en/train/vi/vi_00055.wav,remote_dataset/fleurs_vi_en/train/en/en_00055.wav,15.12,15.60,peter costello bộ trưởng ngân khố úc và là người có khả năng giành thắng lợi nhất trước thủ tướng john howard với tư cách là lãnh đạo đảng tự do đã dành sự ủng hộ của mình cho ngành công nghiệp điện hạt nhân ở úc,peter costello australian treasurer and the man most likely to succeed prime minister john howard as liberal party leader has thrown his support behind a nuclear power industry in australia
56,remote_dataset/fleurs_vi_en/train/vi/vi_00056.wav,remote_dataset/fleurs_vi_en/train/en/en_00056.wav,12.12,8.40,ông costello nói rằng khi việc phát điện bằng năng lượng nguyên tử trở nên khả thi về mặt kinh tế australia nên theo đuổi việc sử dụng năng lượng này,mr costello said that when nuclear power generation becomes economically viable australia should pursue its use
57,remote_dataset/fleurs_vi_en/train/vi/vi_00057.wav,remote_dataset/fleurs_vi_en/train/en/en_00057.wav,11.10,9.24,nếu nó được thương mại hóa chúng ta nên sử dụng nó tức là không có sự phản đối nào về nguyên tắc đối với năng lượng nguyên tử ông costello nói,if it becomes commercial we should have it that is there's no in-principle objection to nuclear energy mr costello said
58,remote_dataset/fleurs_vi_en/train/vi/vi_00058.wav,remote_dataset/fleurs_vi_en/train/en/en_00058.wav,7.98,9.66,theo ansa cảnh sát lo ngại một số vụ đụng độ cấp cao có thể châm ngòi cho một cuộc chiến giành quyền thừa kế,according to ansa police were concerned by a couple of top-level hits they feared might spark a full-blown war of succession
59,remote_dataset/fleurs_vi_en/train/vi/vi_00059.wav,remote_dataset/fleurs_vi_en/train/en/en_00059.wav,26.70,22.74,cảnh sát cho biết lo piccolo được trao quyền lực vì tên này từng là cánh tay phải đắc lực của provenzano tại palermo ngoài ra kinh nghiệm dày dặn đã giúp lo piccolo chiếm được sự tín nhiệm từ thế hệ các bố già do những kẻ này cùng theo đuổi chính sách của provenzano trong việc duy trì tốc độ chậm nhất có thể trong quá trình củng cố mạng lưới quyền lực,police said lo piccolo had the upper hand because he had been provenzano's right-hand man in palermo and his greater experience won him the respect of the older generation of bosses as they pursued provenzano's policy of keeping as low as possible while strengthening their power network
60,remote_dataset/fleurs_vi_en/train/vi/vi_00060.wav,remote_dataset/fleurs_vi_en/train/en/en_00060.wav,21.90,16.26,những ông trùm này đã từng nằm dưới trướng của provenzano khi gã đặt dấu chấm hết cho cuộc chiến do riina dấy lên chống lại nhà nước cuộc chiến đó đã cướp đi sinh mạng của hai người hùng chống mafia là giovanni falcone và paolo borsellino vào năm 1992,these bosses had been reined in by provenzano when he put an end to the riina-driven war against the state that claimed the lives of mafia crusaders giovanni falcone and paolo borsellino in 1992
61,remote_dataset/fleurs_vi_en/train/vi/vi_00061.wav,remote_dataset/fleurs_vi_en/train/en/en_00061.wav,10.44,7.80,giám đốc điều hành của apple steve jobs công bố thiết bị bằng cách bước ra sân khấu và lấy chiếc iphone ra khỏi túi quần jean của ông ấy,apple ceo steve jobs unveiled the device by walking onto the stage and taking the iphone out of his jeans pocket
62,remote_dataset/fleurs_vi_en/train/vi/vi_00062.wav,remote_dataset/fleurs_vi_en/train/en/en_00062.wav,12.42,8.52,trong bài diễn văn kéo dài 2 tiếng của mình ông đã phát biểu ngày nay apple đang phát minh lại điện thoại chúng tôi sẽ tạo nên lịch sử ngay hôm nay,during his 2 hour speech he stated that today apple is going to reinvent the phone we are going to make history today
63,remote_dataset/fleurs_vi_en/train/vi/vi_00063.wav,remote_dataset/fleurs_vi_en/train/en/en_00063.wav,11.34,14.58,brazil là nước công giáo la mã lớn nhất trên trái đất và nhà thờ công giáo la mã luôn phản đối hợp pháp hóa kết hôn đồng giới tại nước này,brazil is the largest roman catholic country on earth and the roman catholic church has consistently opposed the legalization of same-sex marriage in the country
64,remote_dataset/fleurs_vi_en/train/vi/vi_00064.wav,remote_dataset/fleurs_vi_en/train/en/en_00064.wav,12.36,10.32,quốc hội của brazil đã tranh luận về việc hợp pháp hóa trong 10 năm và hôn nhân dân sự hiện tại chỉ hợp pháp tại rio grande do sul,the national congress of brazil has debated legalization for 10 years and such civil marriages are currently only legal in rio grande do sul
65,remote_dataset/fleurs_vi_en/train/vi/vi_00065.wav,remote_dataset/fleurs_vi_en/train/en/en_00065.wav,16.14,11.64,dự luật ban đầu được soạn thảo bởi cựu thị trưởng sao paolo marta suplicy luật đề xuất sau khi sửa đổi thì giờ đang nằm trong tay của roberto jefferson,the original bill was drafted by former mayor of são paulo marta suplicy. the proposed legislation after being amended is now in the hands of roberto jefferson
66,remote_dataset/fleurs_vi_en/train/vi/vi_00066.wav,remote_dataset/fleurs_vi_en/train/en/en_00066.wav,6.96,10.26,"những người biểu tình hy vọng có thể thu thập được 1,2 triệu chữ ký để trình lên quốc hội vào tháng 11",protesters hope to collect a petition of 1.2 million signatures to present to the national congress in november
67,remote_dataset/fleurs_vi_en/train/vi/vi_00067.wav,remote_dataset/fleurs_vi_en/train/en/en_00067.wav,20.76,14.28,sau khi sự việc trở nên rõ ràng là nhiều gia đình đang tìm sự trợ giúp về pháp lý để tranh đấu chống lại việc bị đuổi nhà một buổi họp đã được tổ chức vào ngày 20 tháng ba tại trung tâm luật cộng đồng east bay dành cho những nạn nhân của vụ lừa đảo về nhà ở này,after it became apparent that many families were seeking legal help to fight the evictions a meeting was held on march 20 at the east bay community law center for the victims of the housing scam
68,remote_dataset/fleurs_vi_en/train/vi/vi_00068.wav,remote_dataset/fleurs_vi_en/train/en/en_00068.wav,15.12,14.22,khi những người thuê nhà kể lại chuyện xảy ra với họ hầu hết các gia đình có liên quan chợt nhận ra carolyn wilson của cơ quan nhà ở oakland oha đã lấy cắp tiền đặt cọc của họ và trốn khỏi thị trấn,when the tenants started sharing what had occurred to them most of the families involved suddenly realized that carolyn wilson of the oha had stolen their security deposits and skipped out of town
69,remote_dataset/fleurs_vi_en/train/vi/vi_00069.wav,remote_dataset/fleurs_vi_en/train/en/en_00069.wav,22.32,17.52,những người thuê nhà ở lockwood gardens tin rằng có khoảng 40 gia đình nữa hoặc nhiều hơn có thể sẽ bị đuổi vì họ được biết cảnh sát oha cũng đang điều tra những khu nhà công cộng khác ở oakland có thể là nạn nhân trong vụ lừa đảo về nhà ở này,tenants at lockwood gardens believe that there may be another 40 families or more to face eviction since they learned that oha police are also investigating other public housing properties in oakland that may be caught up in the housing scam
70,remote_dataset/fleurs_vi_en/train/vi/vi_00070.wav,remote_dataset/fleurs_vi_en/train/en/en_00070.wav,10.26,11.64,nhóm nhạc đã hủy buổi diễn tại sân vận động tưởng niệm chiến tranh của maui vốn đã được dựng với sức chứa 9.000 người và xin lỗi người hâm mộ,"the band canceled the show at maui's war memorial stadium which was set to be attended by 9,000 people and apologized to fans"
71,remote_dataset/fleurs_vi_en/train/vi/vi_00071.wav,remote_dataset/fleurs_vi_en/train/en/en_00071.wav,18.78,11.52,hk management inc công ty quản lý của ban nhạc lúc đầu đã không đưa ra lý do nào khi hủy bỏ vào ngày 20 tháng chín nhưng lại đổ lỗi cho các lý do về hậu cần sân bãi vào ngày hôm sau,the band's management company hk management inc gave no initial reason when they canceled on september 20 but blamed logistical reasons by the next day
72,remote_dataset/fleurs_vi_en/train/vi/vi_00072.wav,remote_dataset/fleurs_vi_en/train/en/en_00072.wav,15.00,20.76,các luật sư nổi tiếng hy lạp là sakis kechagioglou và george nikolakopoulos đã bị giam tại nhà tù korydallus athens vì tội nhận hối lộ và tham nhũng,the famous greek lawyers sakis kechagioglou and george nikolakopoulos have been imprisoned in the athens' jail of korydallus as they were found guilty of graft and corruption
73,remote_dataset/fleurs_vi_en/train/vi/vi_00073.wav,remote_dataset/fleurs_vi_en/train/en/en_00073.wav,12.12,12.78,kết quả một vụ bê bối lớn trong cộng đồng tư pháp hy lạp đã được phanh phui nhờ sự phơi bày những hành động phi pháp của các quan tòa luật sư cố vấn pháp luật và đại diện luật pháp trong những năm trước đó,as a result of this a big scandal within the greek legal community has been raised through the exposure of illegal actions that judges lawyers solicitors and attorneys have done during the previous years
74,remote_dataset/fleurs_vi_en/train/vi/vi_00074.wav,remote_dataset/fleurs_vi_en/train/en/en_00074.wav,22.68,20.34,cách đây vài tuần sau khi thông tin được nhà báo makis triantafylopoulos loan truyền trong chương trình truyền hình nổi tiếng của anh là zoungla trên đài alpha tv nghị viên kiêm luật sư petros mantouvalos đã bị bãi nhiệm vì các nhân viên trong văn phòng ông có liên quan với hành vi tham nhũng và hối lộ,a few weeks ago after the information published by the journalist makis triantafylopoulos in his popular television show zoungla in alpha tv the member of parliament and lawyer petros mantouvalos was abdicated as members of his office had been involved in illegal graft and corruption
75,remote_dataset/fleurs_vi_en/train/vi/vi_00075.wav,remote_dataset/fleurs_vi_en/train/en/en_00075.wav,12.72,9.72,ngoài ra thẩm phán hàng đầu evangelos kalousis đã phải ngồi tù sau khi bị kết tội tham nhũng và có hành vi suy đồi,moreover top judge evangelos kalousis is imprisoned as he found guilty of corruption and degenerate behaviour
76,remote_dataset/fleurs_vi_en/train/vi/vi_00076.wav,remote_dataset/fleurs_vi_en/train/en/en_00076.wav,14.76,19.08,roberts thẳng thắn từ chối nói về thời điểm anh ấy tin cuộc sống bắt đầu một câu hỏi quan trọng khi xem xét tính đạo đức của việc phá thai và cho rằng bình luận về những chi tiết của các trường hợp như thế là vô đạo đức,roberts flatly refused to say about when he believes life begins an important question when considering the ethics of abortion saying that it would be unethical to comment on the specifics of likely cases
